dataset,seed,teacher_n_estimators,teacher_max_depth,teacher_learning_rate,lambda_fair,batch_size,epochs,lr,minority_fraction,penalty,label,AUC,SHAP_R2,DP_gap,mean_score_gap,EO_gap,TPR_g1,TPR_g0,EOdds_gap,dTPR,dFPR,grad_norm_mean,grad_norm_max,diverged,masked_batch_frac,n_train,p99_latency_ms,mean_latency_ms,train_seconds,teacher_AUC
german,42,100,4,0.1,1.5,256,450,0.001,,dp,OFAT:teacher_n_estimators=100,0.7892857142857144,0.4837920069694519,0.2422680412371134,0.029103368520736694,0.5423728813559322,0.0,0.5423728813559322,0.5423728813559322,0.5423728813559322,0.1111111111111111,2.1577340448710545,28.192647475840456,False,0.25555555555555554,800,0.12700457979462954,0.10834960498868895,2.9508914947509766,0.8088095238095239
