teacher_max_depth,n_rep,AUC_mean,AUC_ci95,SHAP_R2_mean,SHAP_R2_ci95,DP_gap_mean,DP_gap_ci95,mean_score_gap_mean,mean_score_gap_ci95,EO_gap_mean,EO_gap_ci95,EOdds_gap_mean,EOdds_gap_ci95,grad_norm_mean_mean,grad_norm_mean_ci95,grad_norm_max_mean,grad_norm_max_ci95,p99_latency_ms_mean,p99_latency_ms_ci95,masked_batch_frac_mean,masked_batch_frac_ci95,train_seconds_mean,train_seconds_ci95
3,5,0.7825119047619047,0.008221875960882056,0.5086487531661987,0.0173215396613991,0.09828178694158074,0.021515011414804747,0.09674768447875969,0.029757328952602517,0.4440677966101695,0.03458071427075879,0.4440677966101695,0.03458071427075879,2.1130187087193324,0.08763403846083528,23.707734981205835,7.875148168865944,0.17628716815852374,0.04157167212677088,0.2564444444444444,0.0037971075483941427,3.1938221931457518,0.03648368334034115
4,5,0.7866666666666666,0.017480900536533568,0.4772371232509613,0.011950279470218768,0.12955326460481098,0.08281498168289676,0.08984758853912352,0.0648304217389602,0.46440677966101696,0.07380820323161198,0.46440677966101696,0.07380820323161198,2.13307398734118,0.06200138233064263,26.270768077414584,2.930155195535218,0.17190471608773777,0.05609805283169246,0.2564444444444444,0.0037971075483941427,3.2747118949890135,0.16142919022197222
6,5,0.7936904761904762,0.011727150124632178,0.46323919892311094,0.020364024520734207,0.1085910652920962,0.024622560702061726,0.07260140776634214,0.05738011369512528,0.41694915254237286,0.05686087093096038,0.41694915254237286,0.05686087093096038,2.1600503500657973,0.08153595744476223,25.100429216041277,2.5888952095544666,0.18445895207059926,0.05627011268150099,0.2564444444444444,0.0037971075483941427,3.282280969619751,0.05360405617230816
