batch_size,n_rep,AUC_mean,AUC_ci95,SHAP_R2_mean,SHAP_R2_ci95,DP_gap_mean,DP_gap_ci95,mean_score_gap_mean,mean_score_gap_ci95,EO_gap_mean,EO_gap_ci95,EOdds_gap_mean,EOdds_gap_ci95,grad_norm_mean_mean,grad_norm_mean_ci95,grad_norm_max_mean,grad_norm_max_ci95,p99_latency_ms_mean,p99_latency_ms_ci95,masked_batch_frac_mean,masked_batch_frac_ci95,train_seconds_mean,train_seconds_ci95
64,3,0.9311340892402619,0.001999214273805953,0.7903185685475668,0.04218180107642946,0.049244243249695306,0.12379391828816293,0.1769928360978762,0.12090570404980085,0.29932903681469053,0.15910161571286952,0.29932903681469053,0.15910161571286952,4.230836193931891,0.07793864808010319,68.15385614000529,38.31994373649853,0.12725744654744628,0.01839587498589537,0.9721338829996075,0.001327473411766061,33.81941374142965,0.6577503215976184
256,3,0.9180083639811413,0.0038703196906638613,0.7633540034294128,0.059255695493345056,0.0671432277543878,0.016486983511984885,0.012075081467628432,0.023110250714936127,0.41424619640387267,0.039948974836343285,0.41424619640387267,0.039948974836343285,1.936722513491551,0.27256480793284893,7.966193852601048,2.684269792390964,0.15302108343954987,0.08775314520890048,0.18814553990610328,0.00802202503320978,18.00706911087036,1.4594112579800462
512,3,0.9053298974644884,0.001921889733741331,0.7041145364443461,0.016552791874801624,0.058779087337564206,0.00753473094496857,0.005084313452243767,0.005091813532374437,0.3419778699861687,0.03363167183668802,0.3419778699861687,0.03363167183668802,1.210332902474794,0.06912138245599524,3.176779558318179,0.14751760177530676,0.2726882199901107,0.3280751673902014,0.0025039123630672335,0.0017814943819483022,14.14938235282898,0.9068207100163833
1024,3,0.8986434473270021,0.006764099764455853,0.6351161400477091,0.011830117702772662,0.0551526140828044,0.029907947169100845,0.010388915737469933,0.03463186539523499,0.318118948824343,0.15632995813530293,0.318118948824343,0.15632995813530293,0.9082014778237572,0.036328487369455625,1.5828693161556682,0.19376779267705965,0.17349336005584814,0.08153980716768013,0.0009259259259258667,0.0019919688563408227,12.770394007364908,0.6744286965305322
