lam,n_servers,sla_ms,seed,mean_wait_ms,p99_sojourn_ms,mean_sojourn_ms,throughput_rps,utilization,sla_violation_rate,offered_load,route
297,1,50.0,3,0.0034341015548075625,0.2722920000053364,0.15415178166580978,267.07541815847566,0.040252987439521284,0.0,0.04476315099296765,student
297,1,50.0,4,0.003754200106510829,0.2742661066454131,0.15450191321754303,267.9521435717642,0.04039317286664242,0.0,0.04477207079397656,student
437,1,50.0,0,0.00558962238285712,0.28650898647150286,0.15604745743833687,393.52741764501957,0.05920928329384325,0.0,0.06575007391924466,student
437,1,50.0,1,0.005349703500053198,0.28522025630252285,0.15606938716660226,397.0759218143752,0.059847157327466,0.0,0.06586450176228194,student
437,1,50.0,2,0.005323233003949164,0.2838541663222571,0.15613137994823093,395.8921734268778,0.05970376506425165,0.0,0.06590316021465112,student
437,1,50.0,3,0.005168431524233864,0.2821494379043442,0.15588611163523608,392.96914548525734,0.0592273979627409,0.0,0.06586362620850796,student
437,1,50.0,4,0.00568688423657868,0.28663054855702086,0.1564345973476109,394.2591675737733,0.05943366788480555,0.0,0.06587675062952107,student
643,1,50.0,0,0.008620921971552214,0.30332857383331907,0.15907875702703198,579.0337240239458,0.08712016054075503,0.0,0.09674438794067348,student
643,1,50.0,1,0.0080759879696103,0.29969152966472723,0.15879567163615935,584.2550069936701,0.08805872983468335,0.0,0.09691275659759103,student
643,1,50.0,2,0.008149334700421217,0.30171693250577986,0.15895748164470297,582.5132514220412,0.08784774401744652,0.0,0.09696963848517316,student
643,1,50.0,3,0.007823530796964344,0.2968332494305945,0.15854121090796655,578.2122961377027,0.08714681588553035,0.0,0.0969114683113744,student
643,1,50.0,4,0.008679413448919327,0.300389429941621,0.15942712655995156,580.1104843965531,0.08745032887451352,0.0,0.09693077953039371,student
945,1,50.0,0,0.013272835070263334,0.34350838378721865,0.1637306701257431,850.9885319008389,0.1280378921668413,0.0,0.14218265412742837,student
945,1,50.0,1,0.012521152629294222,0.33292060378025545,0.16324083629584327,858.6607157784722,0.1294170714590239,0.0,0.14243010106488885,student
945,1,50.0,2,0.012786342218088696,0.33392375501221955,0.16359448916237043,856.1023772288157,0.12910721310447215,0.0,0.14251369886234624,student
945,1,50.0,3,0.012172187472374288,0.32470518417546845,0.16288986758337648,849.7813258945137,0.1280770700404726,0.0,0.14242820770489706,student
945,1,50.0,4,0.01336044199146522,0.34440527012939964,0.16410815510249743,852.5711613522589,0.12852315283826987,0.0,0.14245658888992543,student
1390,1,50.0,0,0.020998916017620113,0.3934295320423939,0.1714567510730999,1251.7143908680548,0.1883302373577961,0.0,0.20913639072711687,student
1390,1,50.0,1,0.02006541125440019,0.3814420852516282,0.17078509492094923,1262.9954404846392,0.19035827326213858,0.0,0.20950036029650318,student
1390,1,50.0,2,0.02052882071729361,0.38377753299059186,0.17133696766157536,1259.236508940892,0.1899031244779624,0.0,0.20962332425255162,student
1390,1,50.0,3,0.01977461461386223,0.37831779440212476,0.17049229472486446,1249.9387657540321,0.18838787105525712,0.0,0.20949757535429303,student
1390,1,50.0,4,0.021060382739156756,0.39373737019007027,0.17180809585018894,1254.0425904194424,0.18904405264956575,0.0,0.20953932122433477,student
2044,1,50.0,0,0.034776081563929764,0.47572690191087735,0.1852339166194095,1840.6351429023653,0.2769379787281235,0.0,0.30753581485340065,student
2044,1,50.0,1,0.03435016123413637,0.46226988078288717,0.18506984490068543,1857.2217209337166,0.2799198702777736,0.0,0.30807103341442627,student
2044,1,50.0,2,0.03443016695637415,0.45446609022004875,0.1852383139006559,1851.7031180039403,0.2792519159171229,0.0,0.3082518523541119,student
2044,1,50.0,3,0.03369799341917506,0.44472507138391126,0.18441567353017724,1838.0305108913856,0.2770236945747898,0.0,0.30806693814688846,student
2044,1,50.0,4,0.03488740450253678,0.45491697512071266,0.18563511761356902,1844.0657555893054,0.27798869548145544,0.0,0.3081283255989498,student
3006,1,50.0,0,0.0634999136142274,0.639512727177176,0.21395774866970715,2706.8834145616156,0.40727181830252546,0.0,0.45227625217677214,student
3006,1,50.0,1,0.06501032738433783,0.6250367375988207,0.21573001105088688,2731.277199812148,0.4116572355613448,0.0,0.45306336910164646,student
3006,1,50.0,2,0.06448737609807198,0.6042137628833368,0.2152955230423537,2723.180583849523,0.4106778176449937,0.0,0.4533292897145109,student
3006,1,50.0,3,0.06270101173829011,0.581889252563905,0.21341869184929232,2702.9947546431845,0.40738909877202834,0.0,0.45305734641367257,student
3006,1,50.0,4,0.06466832226802252,0.5923809124971676,0.2154160353790547,2711.949407011563,0.408820171179813,0.0,0.4531476256117628,student
4420,1,50.0,0,0.15429858943517635,1.0816378735772407,0.30475642449065615,3980.0971013291105,0.5988367931765685,0.0,0.6650236309452205,student
4420,1,50.0,1,0.16187025058293764,1.0706722978111078,0.3125899342494867,4015.9672790129957,0.6052853179080504,0.0,0.6661810018061468,student
4420,1,50.0,2,0.15730566803348117,1.0156822584468632,0.30811381497776297,4004.1037729693408,0.6038514701741132,0.0,0.6665720094937253,student
4420,1,50.0,3,0.14955116078416855,0.9569315152231845,0.30026884089517075,3974.2000780418048,0.5989822160594247,0.0,0.6661721460906297,student
4420,1,50.0,4,0.15070349298847246,0.9725826286052359,0.30145120609950465,3987.590999665823,0.6011202240217576,0.0,0.6663048919507624,student
6500,1,50.0,0,6.252419632925774,20.313624406236933,6.402877467981254,5852.859092499012,0.8806085079421814,0.0,0.9779759278606185,student
6500,1,50.0,1,3.924739010493339,10.147033932825614,4.075458694159887,5889.4993769785615,0.8876634830525465,0.0,0.9796779438325688,student
6500,1,50.0,2,3.882371264943133,8.986104142784832,4.0331794118874145,5882.213831703547,0.887085767889235,0.0,0.9802529551378314,student
6500,1,50.0,3,5.040013985333013,17.165600363866737,5.190731665444015,5837.315851976748,0.8797867032851137,0.0,0.9796649207215142,student
6500,1,50.0,4,3.9030499002643375,11.58010679887187,4.0537976133753695,5853.631735306399,0.8824215974916026,0.0,0.9798601352217093,student
20,1,50.0,0,0.000378746847746451,0.35024999999677675,0.17383866012559046,18.01046453378679,0.003124093616124342,0.0,0.0034691982655568805,teacher_fixed
20,1,50.0,1,0.00040205901321223157,0.35024999999677675,0.17460876901328645,18.17286479122838,0.003165834986556082,0.0,0.003484134200001484,teacher_fixed
20,1,50.0,2,0.0003389309164087232,0.35024999999677675,0.17461633013870426,18.11868861084661,0.0031576779284169737,0.0,0.0034855479844459105,teacher_fixed
20,1,50.0,3,0.0003485214531337988,0.35024999999677675,0.17429112556428647,17.984913239220727,0.0031283426435431997,0.0,0.0034788520822230536,teacher_fixed
20,1,50.0,4,0.00039694217135869775,0.35024999999677675,0.17445699856033217,18.043949145347415,0.003140730805718941,0.0,0.003481201127779469,teacher_fixed
29,1,50.0,0,0.0005366386028511115,0.35024999999677675,0.17399655188069513,26.115171742085472,0.004529935425618149,0.0,0.005030337485057477,teacher_fixed
29,1,50.0,1,0.0005744775470356936,0.35024999999677675,0.17478118754710992,26.350651596344154,0.004590460320957318,0.0,0.005051994590002151,teacher_fixed
29,1,50.0,2,0.0004752397377821972,0.35024999999677675,0.17475263896007773,26.27209639869531,0.0045786326324820555,0.0,0.00505404457744657,teacher_fixed
29,1,50.0,3,0.00045810389256849423,0.35024999999677675,0.17440070800372118,26.078122153252778,0.0045360964776655285,0.0,0.005044335519223428,teacher_fixed
29,1,50.0,4,0.0005385674679258853,0.35024999999677675,0.17459862385689934,26.163723974034397,0.004554059270265964,0.0,0.00504774163528023,teacher_fixed
43,1,50.0,0,0.000766072309808013,0.35024999999677675,0.17422598558765204,38.722491806055736,0.006716800070580454,0.0,0.007458776270947293,teacher_fixed
43,1,50.0,1,0.0008000043689055442,0.35024999999677675,0.17500671436897972,39.07165039280308,0.006806543669203332,0.0,0.00749088853000319,teacher_fixed
43,1,50.0,2,0.0006796277998605642,0.35024999999677675,0.1749570270221561,38.95517260498799,0.006789006167852923,0.0,0.007493928166558707,teacher_fixed
43,1,50.0,3,0.0006597335706426893,0.35024999999677675,0.1746023376817954,38.66755572050288,0.00672593533663737,0.0,0.007479531976779565,teacher_fixed
43,1,50.0,4,0.000753108064051686,0.35024999999677675,0.17481316445302517,38.79448199749631,0.0067525697240652235,0.0,0.007484582424725859,teacher_fixed
64,1,50.0,0,0.001102841802591175,0.35024999999677675,0.1745627550804352,57.63346674320098,0.00999709614317715,0.0,0.011101434449782017,teacher_fixed
64,1,50.0,1,0.0011433927049620725,0.35024999999677675,0.1753501027050363,58.15314196704249,0.010130667538245715,0.0,0.011149229440004748,teacher_fixed
64,1,50.0,2,0.001011194805600092,0.35025339755520635,0.17528859402789562,57.97978103715633,0.010104565446633774,0.0,0.011153753550226913,teacher_fixed
64,1,50.0,3,0.0009511624855860706,0.35024999999677675,0.17489376659673878,57.55170031636737,0.01001069262405359,0.0,0.011132326663113772,teacher_fixed
64,1,50.0,4,0.0011163989724423118,0.365406503811683,0.17517645536141577,57.74061259308272,0.010050334283885852,0.0,0.011139843608894301,teacher_fixed
94,1,50.0,0,0.0015933610681197288,0.35024999999677675,0.17505327434596374,84.64913448609586,0.014683231527002743,0.0,0.016305231848117337,teacher_fixed
94,1,50.0,1,0.0015884394154149896,0.35024999999677675,0.1757951494154892,85.41240186319408,0.014879413521791248,0.0,0.016375430740006972,teacher_fixed
94,1,50.0,2,0.0015027817847463136,0.359941191015025,0.17578018100704185,85.15778084880036,0.014841076569871133,0.0,0.01638207552689578,teacher_fixed
94,1,50.0,3,0.0014229805189547307,0.35024999999677675,0.1753655846301074,84.52903775921956,0.014703200950848604,0.0,0.016350604786448352,teacher_fixed
94,1,50.0,4,0.0016641281038541282,0.41600858859592404,0.1757241844928276,84.80650003903294,0.014761424178945553,0.0,0.016361645300563506,teacher_fixed
138,1,50.0,0,0.0023310501639153512,0.35024999999677675,0.17579096344175937,124.27209098919472,0.02155622612584206,0.0,0.023937468032342476,teacher_fixed
138,1,50.0,1,0.0022861870153431476,0.36169818230528683,0.17649289701541737,125.39262038279286,0.021844235855174587,0.0,0.024040525980010236,teacher_fixed
138,1,50.0,2,0.0022144439872326454,0.3837012687368711,0.17649184320952818,125.01882120333902,0.0217879550131551,0.0,0.024050281092676783,teacher_fixed
138,1,50.0,3,0.0021460671400021563,0.35024999999677675,0.17608867125115485,124.09577384779911,0.021585542062274855,0.0,0.02400407936733907,teacher_fixed
138,1,50.0,4,0.002439322303216862,0.4465824426719637,0.17649937869219032,124.50310643278523,0.021671017726292964,0.0,0.024020287781678338,teacher_fixed
202,1,50.0,0,0.0033498929987335734,0.35024999999677675,0.1768098062765776,181.90543375267683,0.03155330076350792,0.0,0.03503890248212449,teacher_fixed
202,1,50.0,1,0.0034450506570309104,0.39421464092200137,0.1776517606571051,183.5456032431548,0.03197487567596895,0.0,0.035189755420014984,teacher_fixed
202,1,50.0,2,0.00328558751759959,0.40785990390825855,0.17756298673989512,182.99846099430087,0.03189249584376945,0.0,0.0352040346429037,teacher_fixed
202,1,50.0,3,0.0032317194329713043,0.36309986906235603,0.177174323544124,181.6473358561925,0.03159621062867928,0.0,0.035136406030452844,teacher_fixed
202,1,50.0,4,0.0035465784622812847,0.4512919999939413,0.17760663485125475,182.24356426528743,0.03172132507254344,0.0,0.03516013139057264,teacher_fixed
297,1,50.0,0,0.00501923318001829,0.3590316610737075,0.1784791464578623,267.45482089883217,0.046392690038852734,0.0,0.05151759424351968,teacher_fixed
297,1,50.0,1,0.0051603675274462584,0.42571717926733227,0.17936707752752043,269.8663011202057,0.04701252045804038,0.0,0.051739392870022036,teacher_fixed
297,1,50.0,2,0.004920371695068908,0.4393759893230214,0.1791977709173644,269.06186802563354,0.04689140258939993,0.0,0.05176038756902177,teacher_fixed
297,1,50.0,3,0.004872170012334691,0.4070479879333167,0.17881477412348734,267.07531744157177,0.04645577620959975,0.0,0.051660953421012346,teacher_fixed
297,1,50.0,4,0.005315717894395987,0.4512919999939413,0.17937577428336945,267.9519240205636,0.04663972700455323,0.0,0.05169583674752512,teacher_fixed
437,1,50.0,0,0.007719668975009074,0.40140869288208547,0.1811795822528531,393.5273710396163,0.06826122365298978,0.0,0.07580198210241784,teacher_fixed
437,1,50.0,1,0.0076927172683258025,0.4512919999939413,0.18189942726839997,397.0754542816906,0.0691732085121982,0.0,0.07612833227003242,teacher_fixed
437,1,50.0,2,0.007429381239910783,0.4512919999939413,0.1817067804622063,395.89188899584866,0.06899500878739823,0.0,0.07615922346014314,teacher_fixed
437,1,50.0,3,0.007290496549257311,0.4512919999939413,0.18123310066040998,392.9689274376325,0.06835403857326838,0.0,0.07601291799657373,teacher_fixed
437,1,50.0,4,0.008058669393666248,0.4512919999939413,0.18211872578263974,394.25869225520694,0.06862469020578425,0.0,0.0760642446419814,teacher_fixed
643,1,50.0,0,0.011831413706309258,0.4512919999939413,0.18529132698415327,579.033623123294,0.10043912205192239,0.0,0.1115347242376537,teacher_fixed
643,1,50.0,1,0.011688988206375291,0.4512919999939413,0.18589569820644947,584.253857413626,0.10178094230488023,0.0,0.11201491453004771,teacher_fixed
643,1,50.0,2,0.011595574109801918,0.4512919999939413,0.18587297333209746,582.5126356292332,0.10151878715158745,0.0,0.11206036769993602,teacher_fixed
643,1,50.0,3,0.011165710701541832,0.4512919999939413,0.18510831481269452,578.2118240648916,0.10057567040570692,0.0,0.11184509444347118,teacher_fixed
643,1,50.0,4,0.012284891593222472,0.4512919999939413,0.18634494798219595,580.1094553326143,0.10097388450697153,0.0,0.11192061625810994,teacher_fixed
945,1,50.0,0,0.018455523978402038,0.458728176674732,0.19191543725624605,850.9883139625013,0.14761235914039417,0.0,0.1639196180475626,teacher_fixed
945,1,50.0,1,0.0181497011911988,0.4832819410407678,0.192356411191273,858.6575993530693,0.14958391539986005,0.0,0.16462534095007011,teacher_fixed
945,1,50.0,2,0.01850479205986942,0.4861603313137397,0.19278219128216495,856.1010471597777,0.14919906397048985,0.0,0.16469214226506926,teacher_fixed
945,1,50.0,3,0.017793054256674705,0.4907561280552206,0.1917356583678274,849.7803062505754,0.14781299939159792,0.0,0.1643757608850393,teacher_fixed
945,1,50.0,4,0.018892274098785848,0.4940243340645572,0.19295233048775934,852.5689386471623,0.14839819753641234,0.0,0.16448675328757992,teacher_fixed
1390,1,50.0,0,0.029725371078214293,0.5419642429298397,0.20318528435605832,1251.7139193518128,0.2171221878994357,0.0,0.2411092794562032,teacher_fixed
1390,1,50.0,1,0.02983070949841751,0.5754909499264284,0.20403741949849172,1262.9886980558126,0.22002110585558024,0.0,0.24214732690010313,teacher_fixed
1390,1,50.0,2,0.030059017369658686,0.5742952518330563,0.20433641659195423,1259.2336312968384,0.21945596227566003,0.0,0.2422455849189908,teacher_fixed
1390,1,50.0,3,0.029243363987126854,0.5788339999952541,0.20318596809827952,1249.9365597240785,0.21741722017214152,0.0,0.24178021971450223,teacher_fixed
1390,1,50.0,4,0.03010016572755932,0.5682351631037628,0.20416022211653279,1254.0377815320398,0.21827788696737002,0.0,0.2419434783806731,teacher_fixed
2044,1,50.0,0,0.05072930433722703,0.6392874387725503,0.22418921761507105,1840.6303666754338,0.31927558378008697,0.0,0.3545520627399132,teacher_fixed
2044,1,50.0,1,0.05237264385677142,0.6532838259320489,0.22657935385684563,1857.207141548099,0.32353794591773644,0.0,0.35607851524015166,teacher_fixed
2044,1,50.0,2,0.05244616864302282,0.664323911137116,0.2267235678653184,1851.6968955067543,0.3227089190969159,0.0,0.35622300401037205,teacher_fixed
2044,1,50.0,3,0.05078510784941789,0.6421979258887673,0.22472771196057056,1838.0110189178038,0.3197084230155559,0.0,0.3555386828031961,teacher_fixed
2044,1,50.0,4,0.05185378575156034,0.632390468271227,0.22591384214053378,1844.0553570566979,0.3209763794336774,0.0,0.3557787552590618,teacher_fixed
3006,1,50.0,0,0.10093370115547455,0.9166024166237683,0.2743936144333185,2706.873084852175,0.46953397055258844,0.0,0.5214204993131991,teacher_fixed
3006,1,50.0,1,0.1047439949243155,0.9000950481371193,0.2789507049243897,2731.2456685272477,0.475801322116085,0.0,0.523665370260223,teacher_fixed
3006,1,50.0,2,0.10368723353986312,0.8930201013984423,0.27796463276215866,2723.167126045795,0.47458648437491424,0.0,0.5238778620622203,teacher_fixed
3006,1,50.0,3,0.09965007380606199,0.8734447565879135,0.2735926779172147,2702.91475365098,0.47015203094050617,0.0,0.522871467958125,teacher_fixed
3006,1,50.0,4,0.10187694029580718,0.8601990088068118,0.27593699668478067,2711.9269174356564,0.4720381521716253,0.0,0.5232245295052542,teacher_fixed
4420,1,50.0,0,0.32263626510408366,2.087479861224002,0.4960961783819277,3980.07476892083,0.6903834242563422,0.0,0.7666928166880705,teacher_fixed
4420,1,50.0,1,0.3391169783835259,2.0840481574283474,0.5133236883836001,4015.8991098309475,0.699596571615876,0.0,0.769993658200328,teacher_fixed
4420,1,50.0,2,0.3344763962904483,2.0200625749747028,0.5087537955127438,4004.028363070033,0.6978116495281506,0.0,0.7703061045625462,teacher_fixed
4420,1,50.0,3,0.30590585039424373,1.7753338330913924,0.47984845450539637,3973.9993711330394,0.691247799350964,0.0,0.7688263101712949,teacher_fixed
4420,1,50.0,4,0.29256146851722065,1.6098911331562942,0.4666215249061942,3987.5423771283754,0.6940718510163864,0.0,0.7693454492392627,teacher_fixed
6500,1,50.0,0,223.47359468619646,396.0761752937508,223.64705459947427,5185.074460617525,0.8994025662778797,0.934,1.1274894363059862,teacher_fixed
6500,1,50.0,1,229.29636675114523,434.6359899338289,229.4705734611453,5167.311790841616,0.9001803866271095,0.9542222222222222,1.1323436150004822,teacher_fixed
6500,1,50.0,2,233.38399722100925,422.70065341634023,233.5582746202315,5165.3397742758,0.9002019819602655,0.9716111111111111,1.1328030949449208,teacher_fixed
6500,1,50.0,3,223.3719617011624,399.05508354968237,223.5459043052736,5171.354461544069,0.8995188618228029,0.9683888888888889,1.1306269267224924,teacher_fixed
6500,1,50.0,4,223.9383885403326,406.0598550572077,224.11244859672158,5170.163573725853,0.8999189631829386,0.9615,1.1313903665283274,teacher_fixed
20,1,50.0,0,0.18221332376358548,7.78133441803277,4.21092894381953,18.05551272879913,0.07274052615863198,0.0,0.08057431240111887,teacher_large
20,1,50.0,1,0.17763350605033817,7.77139036502262,4.205988642106302,18.066332023317837,0.07277760139582473,0.0,0.08056710272111926,teacher_large
20,1,50.0,2,0.17989947287733482,7.76806081937124,4.21012075310002,18.09833391400155,0.07294029047678498,0.0,0.08060442560445372,teacher_large
20,1,50.0,3,0.18197840601874385,7.781731286219864,4.210539130796977,18.026079910626454,0.07261915754966365,0.0,0.08057121449556467,teacher_large
20,1,50.0,4,0.18490597025125688,7.778716577232812,4.21343513886285,18.025838266524808,0.07261761524537022,0.0,0.08057058337223186,teacher_large
29,1,50.0,0,0.2732151627815919,8.068946832171084,4.301930782837536,26.180444867975226,0.10547356717962528,0.0,0.11683275298162236,teacher_large
29,1,50.0,1,0.2689722628655452,7.983870727178156,4.297327398921508,26.196132430858537,0.10552732462265119,0.0,0.11682229894562293,teacher_large
29,1,50.0,2,0.271055497627758,8.06173665134721,4.301276777850444,26.242535330544136,0.10576322433615465,0.0,0.11687641712645788,teacher_large
29,1,50.0,3,0.27284281264706955,8.038468017420964,4.301403537425303,26.13772380070776,0.10529740753863254,0.0,0.11682826101856877,teacher_large
29,1,50.0,4,0.2758341443306402,8.071700082444547,4.304363312942233,26.137417287450088,0.10529534793466558,0.0,0.1168273458897362,teacher_large
43,1,50.0,0,0.4258991360797128,9.375408435778352,4.454614756135657,38.819162322129166,0.15639136560464892,0.0,0.17323477166240558,teacher_large
43,1,50.0,1,0.42550031996472587,9.076805158762623,4.4538554560206896,38.84242816515674,0.15647109499599396,0.0,0.17321927085040642,teacher_large
43,1,50.0,2,0.4270134391232266,9.253715142652787,4.457234719345913,38.91123282956354,0.15682087858940655,0.0,0.1732995150495755,teacher_large
43,1,50.0,3,0.4296245491174043,9.304594384694115,4.458185273895637,38.755722932617694,0.15612978326673074,0.0,0.17322811116546405,teacher_large
43,1,50.0,4,0.4328826148490693,9.320163239609647,4.461411783460662,38.75525950594564,0.1561266933568137,0.0,0.1732267542502985,teacher_large
64,1,50.0,0,0.7027852199172229,11.09941202860324,4.731500839973168,57.776859213875824,0.23276653519271473,0.0,0.2578377996835804,teacher_large
64,1,50.0,1,0.7015667577137235,10.761845475691977,4.729921893769687,57.811733772279915,0.23288619466586377,0.0,0.25781472870758165,teacher_large
64,1,50.0,2,0.7024478896764099,10.82153275578632,4.732669169899095,57.91414152923735,0.23340680561696076,0.0,0.2579341619342519,teacher_large
64,1,50.0,3,0.7102265148102909,10.898655418333428,4.7387872395885235,57.68246236256806,0.23237730238234033,0.0,0.25782788638580695,teacher_large
64,1,50.0,4,0.7136734428343876,10.986849793784035,4.742202611445981,57.68152593484806,0.23237170971856147,0.0,0.25782586679114194,teacher_large
94,1,50.0,0,1.2347480663061496,14.009393828597712,5.263463686362095,84.85871569484291,0.3418716334177001,0.0,0.3786992682852587,teacher_large
94,1,50.0,1,1.2268154057478857,13.288764741547022,5.255170541803849,84.91045453284532,0.3420494656222338,0.0,0.37866538278926054,teacher_large
94,1,50.0,2,1.2361010751021895,13.63785968829665,5.266322355324874,85.06086763500358,0.3428141188567965,0.0,0.3788408003409325,teacher_large
94,1,50.0,3,1.2405184876515674,13.427746695293871,5.2690792124298005,84.71768133171129,0.34129032370721024,0.0,0.37868470812915395,teacher_large
94,1,50.0,4,1.2251825795195297,13.521447861311982,5.253711748131122,84.71820935332485,0.3412897774924126,0.0,0.3786817418494897,teacher_large
138,1,50.0,0,2.5486329484872003,20.19223050091229,6.577348568543144,124.57756389531816,0.5018875775735857,0.0,0.5559627555677202,teacher_large
138,1,50.0,1,2.5238478093594074,19.997309473383197,6.55220294541537,124.6546336965324,0.502153133884601,0.0,0.5559130087757229,teacher_large
138,1,50.0,2,2.5304049888178195,19.849348258809872,6.5606262690405055,124.87545661155,0.5032757226133935,0.0,0.5561705366707307,teacher_large
138,1,50.0,3,2.4658520858453885,18.839331943132517,6.494412810623622,124.36511974349222,0.5010124369309747,0.0,0.5559413800193962,teacher_large
138,1,50.0,4,2.543189780197459,19.398873115586486,6.571718948809052,124.37024314274379,0.5010291522078593,0.0,0.5559370252683998,teacher_large
202,1,50.0,0,9.47957678003948,52.18869617346156,13.508292400095423,182.34270674153592,0.7346069108529061,0.0125,0.8138005552513006,teacher_large
